"","gene_id","logFC","logCPM","LR","PValue","FDR"
"ENSG00000189045","ENSG00000189045",-1.53962677634723,2.6451484490029,26.5500404647576,2.56799339437817e-07,0.000190904628938073
"ENSG00000108106","ENSG00000108106",2.28012392204492,1.67078037042092,26.2773583749448,2.95735519815328e-07,0.000209380748029252
"ENSG00000087884","ENSG00000087884",-1.1391447321802,4.05419748742703,25.9301401465865,3.53998600303291e-07,0.000239238690423151
"ENSG00000184678","ENSG00000184678",1.31130970376822,5.57275923353352,25.494161234814,4.43723721699021e-07,0.000286838447574828
"ENSG00000071539","ENSG00000071539",1.91215733342245,3.24461837187633,24.906536343834,6.01780433492645e-07,0.000372802978548694
"ENSG00000278463","ENSG00000278463",2.1257536200056,3.60368072439282,24.5801219072521,7.12832823799986e-07,0.000423935936970328
"ENSG00000221869","ENSG00000221869",1.73822736335094,4.1293309151108,24.2230792912873,8.57979608645065e-07,0.000490632339282109
"ENSG00000196747","ENSG00000196747",1.68735176437509,4.53328421336238,24.1238467546005,9.03346851339775e-07,0.000497442999471103
"ENSG00000278828","ENSG00000278828",1.83141674325974,5.03800795604301,23.0863582717253,1.54885710296503e-06,0.000822443121674433
"ENSG00000174501","ENSG00000174501",-1.82559260991928,7.86303414707545,22.8369916808203,1.76338785565718e-06,0.000904070711652102
"ENSG00000154065","ENSG00000154065",-1.63608716899888,4.04780476678125,22.5736139832337,2.02243259492616e-06,0.00100231759404541
"ENSG00000188483","ENSG00000188483",2.62114372898782,3.35853452311152,22.2993692727136,2.33283218311767e-06,0.00111885641608366
"ENSG00000274290","ENSG00000274290",1.51390646662004,4.1275280629676,22.1803865056451,2.48196389345373e-06,0.00112878582664576
"ENSG00000163586","ENSG00000163586",7.46476286573092,6.12271474001211,22.1422630594711,2.53174230507295e-06,0.00112878582664576
"ENSG00000165215","ENSG00000165215",4.74073102163861,4.53732150061386,22.1050509699665,2.58129661729593e-06,0.00112878582664576
"ENSG00000146592","ENSG00000146592",2.56957317433893,3.69116942060802,21.9470161558777,2.80282338229436e-06,0.00117124928091989
"ENSG00000186193","ENSG00000186193",2.55606404906091,3.87113481648217,21.8655683053943,2.9243432462534e-06,0.00117124928091989
"ENSG00000233217","ENSG00000233217",-1.94540524522158,3.2090833607075,21.8343075342826,2.97237581000055e-06,0.00117124928091989
"ENSG00000196787","ENSG00000196787",1.78929648130281,5.32806101103931,21.8207145900611,2.99350771287031e-06,0.00117124928091989
"ENSG00000137033","ENSG00000137033",-2.32241394506426,6.09084276944006,21.5684469212532,3.41422843350733e-06,0.00125216636765326
"ENSG00000134057","ENSG00000134057",1.80103316641975,5.40566359868261,21.4439147266811,3.64330431488697e-06,0.00125216636765326
"ENSG00000275379","ENSG00000275379",1.51442274735138,4.13104598803953,21.4331148211049,3.66388306170024e-06,0.00125216636765326
"ENSG00000167513","ENSG00000167513",2.40428470599714,2.38162223562606,21.4148832385263,3.6988875343377e-06,0.00125216636765326
"ENSG00000272574","ENSG00000272574",-1.18798018255406,1.19079157663661,21.3848511805078,3.75728204021303e-06,0.00125216636765326
"ENSG00000164181","ENSG00000164181",2.17191887677101,5.12881617943309,21.3435912966151,3.83901953259534e-06,0.00125216636765326
"ENSG00000138030","ENSG00000138030",2.47060801879927,2.27160238972691,21.3219528898716,3.88259694393105e-06,0.00125216636765326
"ENSG00000144063","ENSG00000144063",2.59243805895825,2.27826503773573,21.2968740724727,3.93372439695366e-06,0.00125216636765326
"ENSG00000187017","ENSG00000187017",2.79827573346464,3.02545202545422,21.2849415488895,3.95828754907877e-06,0.00125216636765326
"ENSG00000182054","ENSG00000182054",1.61116266552365,6.07312010452545,21.212691945832,4.11033607691173e-06,0.00125250173162155
"ENSG00000183091","ENSG00000183091",3.53477827059342,5.60989723131891,21.1900341487894,4.15921604611195e-06,0.00125250173162155
"ENSG00000091129","ENSG00000091129",3.48739175472047,4.48193766000997,21.1505861731041,4.24571373179467e-06,0.00125250173162155
"ENSG00000148803","ENSG00000148803",2.01694856461674,2.67390285350415,21.1041756706684,4.34979240828616e-06,0.00125250173162155
"ENSG00000184661","ENSG00000184661",1.86579281336323,4.1386454156748,21.0906713620297,4.38055488595108e-06,0.00125250173162155
"ENSG00000160957","ENSG00000160957",2.36633134100603,2.83883970476175,20.9781247022777,4.64557526620202e-06,0.00130321534071494
"ENSG00000274997","ENSG00000274997",1.69417550211599,4.84674394259875,20.9233001489329,4.78044402462684e-06,0.00131621558811392
"ENSG00000073111","ENSG00000073111",1.72873926215529,5.10688918956237,20.8796698077076,4.89057761669699e-06,0.00132205650918274
"ENSG00000185130","ENSG00000185130",1.72393773252377,3.82001712621861,20.7473391701238,5.24043429494524e-06,0.0013868964859266
"ENSG00000169679","ENSG00000169679",1.88387363916634,4.91401938377148,20.7195646493724,5.3169962131972e-06,0.0013868964859266
"ENSG00000114993","ENSG00000114993",1.28640865124841,4.81124026244134,20.6619587267493,5.47938787196365e-06,0.00139160587231506
"ENSG00000177380","ENSG00000177380",2.01014967677994,2.28454471955337,20.6470413571896,5.52224552505974e-06,0.00139160587231506
"ENSG00000273802","ENSG00000273802",1.3160502022776,6.18987071592517,20.31895893941,6.55478606681081e-06,0.00160820644586201
"ENSG00000261051","ENSG00000261051",2.15470765002844,1.63263649907439,20.306356161878,6.5981028515996e-06,0.00160820644586201
"ENSG00000127564","ENSG00000127564",2.41527744884483,2.06641961726993,20.2189230246104,6.9066347593584e-06,0.0016157680898794
"ENSG00000094804","ENSG00000094804",3.35544886331926,5.89169849578309,20.216286775318,6.91615909302225e-06,0.0016157680898794
"ENSG00000275126","ENSG00000275126",1.73281028698741,3.22843243479062,20.1663949442617,7.09891668576641e-06,0.0016157680898794
"ENSG00000276903","ENSG00000276903",2.10290999640754,3.47837063778361,20.1407415612595,7.19476628225835e-06,0.0016157680898794
"ENSG00000240972","ENSG00000240972",1.82713177346636,3.15090827906326,20.1284785742215,7.24104277667605e-06,0.0016157680898794
"ENSG00000233822","ENSG00000233822",1.13411364313374,4.02835006577465,20.1179081573648,7.28117177979012e-06,0.0016157680898794
"ENSG00000180596","ENSG00000180596",1.12425178671753,5.44215172677294,20.0830982395393,7.41490732593493e-06,0.00162124767826471
"ENSG00000263639","ENSG00000263639",-3.15981212297308,5.78156754650279,20.0354830071382,7.6018420280644e-06,0.00163803169961249
"ENSG00000158373","ENSG00000158373",0.995341126622232,6.26939069291784,19.9875583538909,7.79476946853751e-06,0.00164482875144186
"ENSG00000101003","ENSG00000101003",1.6668855684273,3.68718063530245,19.9729270445161,7.85464362068683e-06,0.00164482875144186
"ENSG00000092421","ENSG00000092421",2.53473970853573,5.35496173079968,19.9218390421625,8.06734970431106e-06,0.00166590771394023
"ENSG00000141682","ENSG00000141682",2.16552166368009,3.44222279476645,19.8542442083823,8.35769654075063e-06,0.00170222235846411
"ENSG00000119986","ENSG00000119986",-0.997906427264931,3.63810260637867,19.8270452730115,8.47746612055151e-06,0.00170328332811297
"ENSG00000111371","ENSG00000111371",1.38350576224567,8.11390919515844,19.7208093298446,8.96201537800594e-06,0.0017766299285359
"ENSG00000106701","ENSG00000106701",2.10853018860258,4.50336812864592,19.6377709377841,9.36004494247479e-06,0.00183112037111467
"ENSG00000134215","ENSG00000134215",3.1410411625027,4.99050199289429,19.5394805817638,9.85418659125246e-06,0.00188174070239502
"ENSG00000115738","ENSG00000115738",1.21774621944403,5.79240613409389,19.5360449772524,9.87192458883585e-06,0.00188174070239502
"ENSG00000246596","ENSG00000246596",-1.2721490723763,2.76481215861145,19.4991693924727,1.00643435987706e-05,0.00189413494463952
"ENSG00000101057","ENSG00000101057",2.29918669573007,3.7549177606763,19.3800209970151,1.07121892257268e-05,0.00195121229739556
"ENSG00000166165","ENSG00000166165",2.31810788257456,4.40345205755759,19.3707659377562,1.0764230892923e-05,0.00195121229739556
"ENSG00000160867","ENSG00000160867",1.87833074083471,4.70034565093529,19.3313708239223,1.0988607019365e-05,0.00195121229739556
"ENSG00000278291","ENSG00000278291",1.69257476056577,1.36842151796234,19.3131121378826,1.10941868798712e-05,0.00195121229739556
"ENSG00000141741","ENSG00000141741",3.4159817419183,7.26458273915343,19.3125479915596,1.10974651980819e-05,0.00195121229739556
"ENSG00000162174","ENSG00000162174",3.14302630544452,5.11241446611578,19.3010119423204,1.11647162235671e-05,0.00195121229739556
"ENSG00000161048","ENSG00000161048",-0.747301505127236,6.50024418415361,19.2803369418627,1.12862696782364e-05,0.00195121229739556
"ENSG00000163220","ENSG00000163220",5.14857118461857,5.79777022450343,19.1559629057528,1.2046059727327e-05,0.002035482851866
"ENSG00000121621","ENSG00000121621",1.82178607648861,3.96596657619871,19.1427292232488,1.21298680252483e-05,0.002035482851866
"ENSG00000149474","ENSG00000149474",-0.77913607301785,5.19812554928279,19.1341642988176,1.21844211606184e-05,0.002035482851866
"ENSG00000142945","ENSG00000142945",1.87463587126869,4.27072139766602,19.0925542882955,1.24529771609147e-05,0.00204994009088973
"ENSG00000108479","ENSG00000108479",1.58682483012023,2.95425888310577,19.0745690852892,1.25708882238567e-05,0.00204994009088973
"ENSG00000111860","ENSG00000111860",-1.2751171916143,5.50163302100535,19.036233415616,1.2825972486246e-05,0.00204994009088973
"ENSG00000188486","ENSG00000188486",1.81439466400708,3.79049675586074,19.0224114912806,1.29192126459417e-05,0.00204994009088973
"ENSG00000069122","ENSG00000069122",-1.21298313705581,5.71639940495195,19.0163462501975,1.29603422480249e-05,0.00204994009088973
"ENSG00000169258","ENSG00000169258",1.85719772811819,1.72712120655362,18.9906766620884,1.31358738335574e-05,0.00205583339112981
"ENSG00000141738","ENSG00000141738",3.70409444513014,7.76394762598441,18.9152777405684,1.36653890189166e-05,0.00211642712430471
"ENSG00000096088","ENSG00000096088",-3.82424287209007,10.4244085644898,18.8766881543393,1.39446385084458e-05,0.00212969856972583
"ENSG00000183696","ENSG00000183696",1.42254222376886,3.48836360568229,18.8640190440457,1.40375611940497e-05,0.00212969856972583
"ENSG00000163399","ENSG00000163399",1.21753586576342,10.0033892346058,18.8435220373495,1.41892170777514e-05,0.00213096241931321
"ENSG00000170615","ENSG00000170615",-1.96539555863591,2.60936671419234,18.8116248962457,1.44285013468767e-05,0.00214522958025363
"ENSG00000164867","ENSG00000164867",1.89022558740349,2.33197028964502,18.7363960330059,1.50090251221116e-05,0.00219901485366501
"ENSG00000068489","ENSG00000068489",1.61179495831788,3.39221030729107,18.7266337678292,1.50860583181215e-05,0.00219901485366501
"ENSG00000183598","ENSG00000183598",2.44096435941875,2.25893156767108,18.7002658990634,1.5296115567413e-05,0.00220798685685725
"ENSG00000074800","ENSG00000074800",1.253481956143,9.36708768459472,18.6657354420936,1.55756485422908e-05,0.00222671867814211
"ENSG00000164109","ENSG00000164109",1.48708194699007,4.08844445261043,18.6286176858566,1.58818514088902e-05,0.00224887015949885
"ENSG00000011426","ENSG00000011426",1.60061382581285,6.1850399689211,18.6083120273261,1.6051914088264e-05,0.00225150810060668
"ENSG00000159713","ENSG00000159713",3.1553735065416,4.0702581360099,18.5514716987611,1.65377494426873e-05,0.00228115113997368
"ENSG00000165828","ENSG00000165828",4.34394875711969,4.77638530457447,18.5477460295086,1.65701051329807e-05,0.00228115113997368
"ENSG00000117650","ENSG00000117650",1.92127221820492,3.64143534956393,18.5238281276185,1.67793406934841e-05,0.00228268952733509
"ENSG00000170027","ENSG00000170027",0.710738505429306,7.56709103725607,18.4990599646119,1.69988120320632e-05,0.00228268952733509
"ENSG00000135476","ENSG00000135476",1.91407214412784,3.8640417165097,18.4942383115888,1.70418709667874e-05,0.00228268952733509
"ENSG00000197601","ENSG00000197601",-0.857903038467813,7.84561655506538,18.4535567372179,1.74095603065023e-05,0.00230025740098875
"ENSG00000125505","ENSG00000125505",1.19735693240396,5.46803886830758,18.4455945703001,1.74824513257821e-05,0.00230025740098875
"ENSG00000127399","ENSG00000127399",1.30955857872588,2.935429454381,18.4199481481836,1.77193264280192e-05,0.00231097320466482
"ENSG00000138180","ENSG00000138180",1.77411542253335,4.49000368701383,18.2863172736539,1.90067455232898e-05,0.00245732428208933
"ENSG00000103184","ENSG00000103184",-1.54826234993522,1.22989504204802,18.2581405038817,1.92899795545372e-05,0.00247244324152465
"ENSG00000240342","ENSG00000240342",1.28471744020487,1.09978045880039,18.1893505606795,1.99994006248264e-05,0.0025022457950072
"ENSG00000110777","ENSG00000110777",-2.09074833535522,2.5868436127576,18.1890685802899,2.00023619451401e-05,0.0025022457950072
"ENSG00000274267","ENSG00000274267",1.89497783178564,5.82790201517333,18.1762987524074,2.01369316662118e-05,0.0025022457950072
"ENSG00000182600","ENSG00000182600",1.83826137210721,1.6258288546213,18.1443821149455,2.04772634746457e-05,0.0025022457950072
"ENSG00000117399","ENSG00000117399",2.104143295512,3.98356292551841,18.131635201272,2.06147951059636e-05,0.0025022457950072
"ENSG00000118849","ENSG00000118849",2.92357947075679,3.32761631256867,18.1272331040468,2.06625063854425e-05,0.0025022457950072
"ENSG00000198435","ENSG00000198435",1.75576511975936,2.60540106572089,18.1237274912116,2.07005806285906e-05,0.0025022457950072
"ENSG00000145386","ENSG00000145386",1.42393278108775,4.56157607288785,18.0229825896624,2.18254082899353e-05,0.00260525542413067
"ENSG00000134308","ENSG00000134308",0.791325872030545,7.14222953585019,18.0162083983162,2.19032101167833e-05,0.00260525542413067
"ENSG00000221676","ENSG00000221676",2.14054673893614,1.66256944581997,17.9998780617631,2.20919120667551e-05,0.00260684562387711
"ENSG00000165490","ENSG00000165490",1.97510822991889,2.57604353876461,17.9170574871101,2.30743762146855e-05,0.00266909507515781
"ENSG00000132530","ENSG00000132530",-1.22859998583458,6.84184800766556,17.9061730156477,2.32067167243721e-05,0.00266909507515781
"ENSG00000143458","ENSG00000143458",-0.713453333241236,5.70997240834071,17.8997316454856,2.32853940342786e-05,0.00266909507515781
"ENSG00000137309","ENSG00000137309",1.40799396299651,6.2785494221921,17.893099436877,2.33666823605704e-05,0.00266909507515781
"ENSG00000103888","ENSG00000103888",3.1025809482512,6.76958104786151,17.8808922552838,2.35170470033409e-05,0.00266909507515781
"ENSG00000176399","ENSG00000176399",-1.76975533496965,3.95484786442214,17.8395776577776,2.40331993706917e-05,0.00270701218366245
"ENSG00000170312","ENSG00000170312",1.58043725529902,5.28946243105391,17.8101552061124,2.44077060850682e-05,0.00272852461708867
"ENSG00000254221","ENSG00000254221",3.070102313931,2.43240705548904,17.7640469022142,2.50064312307751e-05,0.0027416722349376
"ENSG00000109805","ENSG00000109805",1.67267112557003,4.6709589438358,17.7580407217859,2.5085501409496e-05,0.0027416722349376
"ENSG00000203814","ENSG00000203814",1.29705706455979,4.49003108338313,17.7462545455562,2.52413950400846e-05,0.0027416722349376
"ENSG00000248596","ENSG00000248596",-1.71467982747023,4.80911322205892,17.7437280708022,2.52749387630295e-05,0.0027416722349376
"ENSG00000131748","ENSG00000131748",3.3851776091307,7.42883300055288,17.7307973563301,2.54473209861036e-05,0.0027416722349376
"ENSG00000106268","ENSG00000106268",1.32637809071512,2.44116121160745,17.7136547820863,2.56776750966798e-05,0.00274658757796716
"ENSG00000164611","ENSG00000164611",1.77114424566193,4.02218858062921,17.668295715453,2.62973476658879e-05,0.00279219449242616
"ENSG00000152952","ENSG00000152952",1.62116588044605,6.70683111489597,17.6457675700883,2.66106787861466e-05,0.00279219449242616
"ENSG00000198901","ENSG00000198901",1.45833031632384,5.44405145450279,17.6262280500859,2.68854793455093e-05,0.00279219449242616
"ENSG00000156802","ENSG00000156802",1.35978780816847,6.16866531448508,17.6215677990785,2.69514404154541e-05,0.00279219449242616
"ENSG00000081377","ENSG00000081377",-0.787255217182432,5.93565513028369,17.6151147042092,2.70430459314882e-05,0.00279219449242616
"ENSG00000237649","ENSG00000237649",1.65335050004328,3.96066507539474,17.5603482135764,2.78331930271009e-05,0.00285395802708231
"ENSG00000040608","ENSG00000040608",2.20887476758031,1.7574195900625,17.5371441106886,2.81749305980243e-05,0.00285519453315572
"ENSG00000024526","ENSG00000024526",1.83526787972173,4.0386237892434,17.5206319706615,2.84206774461302e-05,0.00285519453315572
"ENSG00000187824","ENSG00000187824",-1.30069531375385,3.81795926562306,17.5163260050514,2.84851156076194e-05,0.00285519453315572
"ENSG00000065328","ENSG00000065328",1.98997639146313,3.46498675738749,17.4888150112211,2.89002936537071e-05,0.00285519453315572
"ENSG00000198429","ENSG00000198429",-0.976520346621698,4.8964829816984,17.4862945964464,2.89386328755582e-05,0.00285519453315572
"ENSG00000197858","ENSG00000197858",1.34848755747061,5.25150638558166,17.4813600954528,2.9013841960792e-05,0.00285519453315572
"ENSG00000165891","ENSG00000165891",1.70830088980967,3.40884511835694,17.4698846221188,2.91895055851271e-05,0.00285519453315572
"ENSG00000277075","ENSG00000277075",1.23654494232622,5.60152267894889,17.4371190859803,2.96969771878027e-05,0.00288584743025
"ENSG00000166016","ENSG00000166016",1.98545164605896,3.79094647036381,17.4017567855964,3.02546211210112e-05,0.00290475642521686
"ENSG00000029725","ENSG00000029725",-0.856135799358875,6.99147897894025,17.4000186289709,3.02823006395355e-05,0.00290475642521686
"ENSG00000012048","ENSG00000012048",1.27454625833361,5.33485731110917,17.3552942567303,3.10033396222819e-05,0.00295485675323132
"ENSG00000249948","ENSG00000249948",4.04224093305684,3.39352726155944,17.307125811672,3.17992160118713e-05,0.00301140601060193
"ENSG00000157456","ENSG00000157456",1.68170190839947,3.96134290112331,17.2885858686489,3.2110991813521e-05,0.0030216849764774
"ENSG00000278746","ENSG00000278746",-1.05568748418941,1.0488799951049,17.2632096002881,3.25427168786601e-05,0.00303656293852409
"ENSG00000085840","ENSG00000085840",1.80258676818825,2.9279106070992,17.241806405391,3.29113805760931e-05,0.00303656293852409
"ENSG00000165752","ENSG00000165752",1.43960815818282,2.1130746848494,17.2348250329814,3.3032538272414e-05,0.00303656293852409
"ENSG00000104738","ENSG00000104738",1.16947764114167,6.41095793903337,17.2234114007633,3.32315815861744e-05,0.00303656293852409
"ENSG00000197905","ENSG00000197905",1.59799875694052,2.63566288466399,17.2068337624324,3.35228294144334e-05,0.00303656293852409
"ENSG00000079462","ENSG00000079462",1.24842876978303,3.62618157034127,17.2061344974984,3.35351708361896e-05,0.00303656293852409
"ENSG00000146670","ENSG00000146670",1.76238812790267,3.33020764906675,17.1968909518267,3.36987412467363e-05,0.00303656293852409
"ENSG00000179403","ENSG00000179403",1.88434769864753,5.21223754759234,17.1599498469841,3.43604832381579e-05,0.00305850723824652
"ENSG00000137404","ENSG00000137404",1.24785615240394,1.91356194017547,17.1395704859736,3.47311218127974e-05,0.00305850723824652
"ENSG00000242559","ENSG00000242559",-1.3274046606617,1.03880005149153,17.1374720859615,3.47695127825945e-05,0.00305850723824652
"ENSG00000158486","ENSG00000158486",2.30566321277808,3.49751061625834,17.128175846607,3.49401044732252e-05,0.00305850723824652
"ENSG00000237223","ENSG00000237223",-2.06961242186065,3.48137241306326,17.1265065918235,3.4970825296066e-05,0.00305850723824652
"ENSG00000178057","ENSG00000178057",0.896932518902174,4.44700813307943,17.0947844037867,3.55598258111023e-05,0.00307086311179567
"ENSG00000110492","ENSG00000110492",1.61403243984742,6.63131006750935,17.0912107684371,3.56268010058819e-05,0.00307086311179567
"ENSG00000173894","ENSG00000173894",2.49551057738726,2.63197395403201,17.0856257188005,3.5731727087749e-05,0.00307086311179567
"ENSG00000240160","ENSG00000240160",-1.10265468452974,3.50063531730398,17.0613608357076,3.61912086823499e-05,0.00307635487524776
"ENSG00000188452","ENSG00000188452",2.40405719502954,2.28631013640364,17.0541983651333,3.6327969645889e-05,0.00307635487524776
"ENSG00000103257","ENSG00000103257",2.71165616546758,4.12835971630116,17.0495835123962,3.64163611813025e-05,0.00307635487524776
"ENSG00000274641","ENSG00000274641",1.84452113032704,4.0554292150827,17.0315042862403,3.67647327887941e-05,0.00307901491982345
"ENSG00000135940","ENSG00000135940",0.887585176604367,6.24398267709715,17.0182312677446,3.70226235149833e-05,0.00307901491982345
"ENSG00000077942","ENSG00000077942",5.28877829979931,6.28560084025409,17.0136046560576,3.7112943924157e-05,0.00307901491982345
"ENSG00000258704","ENSG00000258704",-0.935434447219417,1.26096920133996,17.0052701078445,3.72762096830926e-05,0.00307901491982345
"ENSG00000162073","ENSG00000162073",1.55121285985027,3.9941825101471,16.9859819199051,3.7656820838818e-05,0.0030932685758649
"ENSG00000165304","ENSG00000165304",1.75593555525133,4.16938818552036,16.9519230830746,3.83384639721948e-05,0.00312520401340114
"ENSG00000135917","ENSG00000135917",3.2053475525614,4.24631785527313,16.9387234938199,3.86059593264308e-05,0.00312520401340114
"ENSG00000154309","ENSG00000154309",-0.973779879481524,5.30696063867389,16.935273369367,3.86761863374905e-05,0.00312520401340114
"ENSG00000166851","ENSG00000166851",1.60351847396121,3.47627358268658,16.9122864665713,3.91473723861419e-05,0.00314617909533599
"ENSG00000154305","ENSG00000154305",-0.974254371708676,8.51090386020658,16.8939868242932,3.95266011225627e-05,0.00315957798650679
"ENSG00000144199","ENSG00000144199",-1.43170938798752,1.72730984735496,16.8639518266241,4.01570468340492e-05,0.00318078763164955
"ENSG00000106397","ENSG00000106397",0.934449801900078,5.6714303111619,16.860987909512,4.02198059423e-05,0.00318078763164955
"ENSG00000173898","ENSG00000173898",2.16111679916294,5.6978960976987,16.8265055609114,4.09572354240732e-05,0.00322196918669376
"ENSG00000104147","ENSG00000104147",1.59172984435624,1.78316648278987,16.8050458259486,4.14230134799904e-05,0.00324145981273946
"ENSG00000111640","ENSG00000111640",1.12677610581203,10.075853312767,16.7934225351877,4.1677513466551e-05,0.00324314207304084
"ENSG00000089685","ENSG00000089685",1.72679007047834,3.96697988391004,16.784190754408,4.1880769304805e-05,0.00324314207304084
"ENSG00000088325","ENSG00000088325",1.6590361633138,5.46894057484403,16.7553614144828,4.25219416366313e-05,0.00327573175260847
"ENSG00000162981","ENSG00000162981",2.38175734674418,5.48498324950696,16.7048343505786,4.3669575474967e-05,0.00331529944724777
"ENSG00000121152","ENSG00000121152",1.72842662440926,3.38741274007463,16.701297753502,4.37510595810453e-05,0.00331529944724777
"ENSG00000133265","ENSG00000133265",1.25621371560235,3.6992640981422,16.6990568314823,4.38027700971416e-05,0.00331529944724777
"ENSG00000008517","ENSG00000008517",1.54414504681784,4.46520933073613,16.6936627034782,4.39274946938263e-05,0.00331529944724777
"ENSG00000183196","ENSG00000183196",3.83751574914125,3.61634940121298,16.6719373922705,4.44334591539868e-05,0.00333654884192665
"ENSG00000072657","ENSG00000072657",3.30921173959799,4.32481166753301,16.6531781530539,4.48750578740973e-05,0.00335277568076422
"ENSG00000051341","ENSG00000051341",1.69170602639254,4.78962668303884,16.6176544957469,4.57234225960447e-05,0.00339907923578996
"ENSG00000158089","ENSG00000158089",2.54777399913533,4.3596095481845,16.5732626558345,4.68062783959531e-05,0.00346226739896035
"ENSG00000152082","ENSG00000152082",1.51688389492265,4.12313322977569,16.5575017329224,4.71969080539982e-05,0.00347387935122201
"ENSG00000076382","ENSG00000076382",1.53484427592627,4.99417536815757,16.530997005073,4.78612250662524e-05,0.00350542213933517
"ENSG00000063660","ENSG00000063660",2.01827603732644,3.77217460417901,16.498248169219,4.86950451822205e-05,0.00354900946945713
"ENSG00000101384","ENSG00000101384",-0.844360723180372,8.07427628842576,16.4638144110761,4.95875239643671e-05,0.00359642588440102
"ENSG00000184916","ENSG00000184916",2.13209052982396,2.58961221631984,16.4346475974846,5.03563453987317e-05,0.00363445700673953
"ENSG00000139508","ENSG00000139508",1.5456224849254,4.80311219328087,16.4162219221752,5.08482024970802e-05,0.00365222741413811
"ENSG00000072571","ENSG00000072571",1.78313848283278,4.41268592852692,16.371270448221,5.20685078168381e-05,0.00372189699144591
"ENSG00000186594","ENSG00000186594",-1.06306110482149,4.48119717760155,16.3519061775185,5.26032280820541e-05,0.0037364260603754
"ENSG00000117724","ENSG00000117724",1.54365764922885,7.2857163318946,16.3443943544051,5.28121411815936e-05,0.0037364260603754
"ENSG00000161395","ENSG00000161395",3.04715407620645,7.59328921388587,16.3367468101071,5.30256859523277e-05,0.0037364260603754
"ENSG00000175063","ENSG00000175063",1.85754856868375,3.80627833364325,16.3067065107449,5.38729484596601e-05,0.0037616842603261
"ENSG00000108344","ENSG00000108344",2.62665551924483,7.6738747301963,16.3061015567555,5.38901498150026e-05,0.0037616842603261
"ENSG00000131771","ENSG00000131771",3.5236727471213,8.95918834420341,16.2919790678729,5.4293284048777e-05,0.00377211470671597
"ENSG00000130821","ENSG00000130821",1.90290993587842,5.44116317235073,16.2357122591439,5.59297906469225e-05,0.00386774012715555
"ENSG00000181577","ENSG00000181577",2.66438702087899,2.80073751686903,16.2018199413638,5.69393875659524e-05,0.0038909621897443
"ENSG00000117115","ENSG00000117115",3.43586211755241,4.06684507994058,16.2005829933988,5.6976578894634e-05,0.0038909621897443
"ENSG00000131153","ENSG00000131153",1.56739955942503,2.7251894176332,16.1981203284574,5.70506966212172e-05,0.0038909621897443
"ENSG00000174371","ENSG00000174371",1.72328135783732,3.31889135504517,16.1676751744963,5.79750398358736e-05,0.00393594927981629
"ENSG00000113368","ENSG00000113368",1.29493670481628,5.59853250664747,16.1468912906176,5.86146941707147e-05,0.00396128760422812
