"","ID","external_gene_name","Score"
"69","Q0VDD8-F7","DNAH14",0.00338356337447844
"70","Q02224-F6","CENPE",0.00343923669825139
"71","P11801-F1","PSKH1",0.00344731643794226
"72","Q9NYU1-F1","UGGT2",0.00344784889335824
"73","Q9H3E2-F1","SNX25",0.00354722154793844
"74","Q9Y6A1-F1","POMT1",0.00355667447835024
"75","Q0VDD8-F10","DNAH14",0.00368511708241017
"76","Q8NB49-F1","ATP11C",0.00371767947363575
"77","Q9Y4A5-F6","TRRAP",0.003731714052539
"78","Q9BQ39-F1","DDX50",0.00404575296876295
"79","Q6UXY8-F1","TMC5",0.00406631865982559
"80","Q6Q759-F1","SPAG17",0.00415470599642839
"81","Q07960-F1","ARHGAP1",0.00427184422570681
"82","Q0VDD8-F4","DNAH14",0.00429605314646983
"83","O00400-F1","SLC33A1",0.00434230193292998
"84","Q8N122-F1","RPTOR",0.00449887625052572
"85","P14625-F1","HSP90B1",0.00467489931471303
"86","Q92504-F1","SLC39A7",0.00479258444934533
"87","O94915-F8","FRYL",0.00491749126934448
"88","O94915-F9","FRYL",0.00506137569829258
"89","Q15043-F1","SLC39A14",0.00508465723375334
"90","P43234-F1","CTSO",0.00511981388940062
"91","O94830-F1","DDHD2",0.00513617857770367
"92","Q7Z3V4-F1","UBE3B",0.00515258808027495
"93","Q8TB96-F1","ITFG1",0.00516904249933676
"94","Q6P158-F1","DHX57",0.00517429440018602
"95","Q7Z7M0-F8","MEGF8",0.00518554193729781
"96","Q9NY33-F1","DPP3",0.00526828513869393
"97","Q70CQ2-F7","USP34",0.0053360797194745
"98","O94915-F2","FRYL",0.00537003647851897
"99","Q13045-F1","FLII",0.00543320104058806
"100","Q8WTV0-F1","SCARB1",0.00543320104058806
"101","Q8N465-F1","D2HGDH",0.00543850598606725
"102","O94823-F1","ATP10B",0.00545081261205095
"103","Q5THJ4-F5","VPS13D",0.005455739807138
"104","Q70CQ2-F9","USP34",0.00547302041683136
"105","Q4G176-F1","ACSF3",0.00554261286087591
"106","Q5THJ4-F9","VPS13D",0.00557769257476004
"107","Q9HCS2-F1","CYP4F12",0.00557769257476004
"108","Q5THJ4-F13","VPS13D",0.00563066891378104
"109","Q96PC5-F1","MIA2",0.00563066891378104
"110","Q5THJ4-F10","VPS13D",0.00568407595212001
"111","Q8N1G0-F1","ZNF687",0.00570840700658933
"112","P50443-F1","SLC26A2",0.00580103115859792
"113","Q5THJ4-F3","VPS13D",0.00592055483084216
"114","Q9HAZ1-F1","CLK4",0.00599499282339623
"115","Q9Y217-F1","MTMR6",0.00603251165755524
"116","Q8IY85-F1","EFCAB13",0.00612862911890038
"117","A1L390-F1","PLEKHG3",0.00621097229871549
"118","P98198-F1","ATP8B2",0.0062992430372007
"119","Q5T8D3-F1","ACBD5",0.00632037470775778
"120","Q9BYE9-F1","CDHR2",0.00636851058980985
"121","P50748-F1","KNTC1",0.00647298074284817
"122","Q6N075-F1","MFSD5",0.00647298074284817
"123","Q9UQ90-F1","SPG7",0.00659781947155205
"124","Q8NF64-F1","ZMIZ2",0.00665150793846225
"125","Q9NU22-F10","MDN1",0.00667402012831789
"126","Q2PZI1-F1","DPY19L1",0.00676010829091984
"127","Q96M86-F7","DNHD1",0.00679661210431763
"128","Q9Y4A5-F4","TRRAP",0.0069673658757481
"129","Q9P225-F15","DNAH2",0.00701885491771628
"130","O43815-F1","STRN",0.00702847012617204
"131","Q5TBA9-F2","FRY",0.00709417321749452
"132","Q9P225-F10","DNAH2",0.0071701161792489
"133","Q9P225-F4","DNAH2",0.00732207855403693
"134","Q9P225-F12","DNAH2",0.00734431478455709
"135","Q6RI45-F1","BRWD3",0.00738896094076486
"136","Q92835-F1","INPP5D",0.00742832516213168
"137","Q9Y4A5-F2","TRRAP",0.00748745429256012
"138","Q5XXA6-F1","ANO1",0.00762824784793373
"139","Q6DT37-F1","CDC42BPG",0.00762842076814451
"140","O60287-F1","URB1",0.00767551897828554
"141","O43865-F1","AHCYL1",0.00768487165043737
"142","Q9NW82-F1","WDR70",0.00780058257603432
"143","Q2TBE0-F1","CWF19L2",0.00780707276630815
"144","O75071-F1","EFCAB14",0.00796100647008486
"145","O94886-F1","TMEM63A",0.00796100647008486
"146","Q16630-F1","CPSF6",0.00796100647008486
"147","Q7Z333-F1","SETX",0.00796100647008486
"148","Q7Z569-F1","BRAP",0.00796100647008486
"149","Q9NRZ7-F1","AGPAT3",0.00796100647008486
"150","Q6XZF7-F1","DNMBP",0.00796697806670141
"151","O00443-F1","PIK3C2A",0.00803502266746144
"152","Q86Y13-F1","DZIP3",0.00804775521933916
"153","Q96PL5-F1","ERMAP",0.00805081091326526
"154","P63010-F1","AP2B1",0.00820880250095228
"155","Q9ULM0-F1","PLEKHH1",0.00831094088949842
"156","P55039-F1","DRG2",0.00835689555360825
"157","Q9HCE6-F1","ARHGEF10L",0.00845689143260074
"158","Q15438-F1","CYTH1",0.00851660755114875
"159","Q5TBA9-F6","FRY",0.00860407529407374
"160","Q9Y2Y0-F1","ARL2BP",0.00860880767161673
"161","O75064-F1","DENND4B",0.00869223614214564
"162","Q9NYQ7-F6","CELSR3",0.00890871811905475
"163","Q9Y2X0-F1","MED16",0.00899887096614162
"164","Q5U3C3-F1","TMEM164",0.00907897935764478
"165","Q5T4S7-F20","UBR4",0.00914730969730368
"166","Q8NDI1-F1","EHBP1",0.00943154069035222
"167","Q9HBL8-F1","NMRAL1",0.0095048989606549
"168","P30411-F1","BDKRB2",0.00954027415556184
"169","Q96DT5-F14","DNAH11",0.00961280770384393
"170","P61619-F1","SEC61A1",0.00962636765486453
"171","Q96DT5-F3","DNAH11",0.00966073474425888
"172","Q9BZE1-F1","MRPL37",0.00977906685994567
"173","Q49AM3-F1","TTC31",0.00979091588830829
"174","Q8NEZ4-F1","KMT2C",0.00979091979747381
"175","Q92508-F1","PIEZO1",0.00982669659508937
"176","Q92793-F1","CREBBP",0.00982669659508937
"177","A4GXA9-F1","EME2",0.00985324157290095
"178","Q8N0Z6-F1","TTC5",0.00986350452582274
"179","Q96MT8-F1","CEP63",0.0102021408323741
"180","P08F94-F6","PKHD1",0.0102102862295562
"181","Q8NBI2-F1","CYB561A3",0.0103192330281195
"182","Q9UBC2-F1","EPS15L1",0.0104105143416416
"183","P78527-F2","PRKDC",0.0104416469793547
"184","Q86XP1-F1","DGKH",0.0105752170852275
"185","Q66LE6-F1","PPP2R2D",0.0105900903839837
"186","Q9Y4A5-F13","TRRAP",0.01059316056909
"187","Q96DT5-F10","DNAH11",0.0109988373889207
"188","Q9P2K1-F1","CC2D2A",0.0109988373889207
"189","Q86X55-F1","CARM1",0.0110793563174346
"190","Q8N554-F1","ZNF276",0.0110793563174346
"191","O43149-F1","ZZEF1",0.011135923146506
"192","Q5T011-F3","SZT2",0.0112487861678161
"193","Q9HD45-F1","TM9SF3",0.0113745437225314
"194","Q9UBU6-F1","FAM8A1",0.01140320246237
"195","O75417-F1","POLQ",0.0115356509450164
"196","Q6PIF6-F1","MYO7B",0.0115678378329151
"197","O60447-F1","EVI5",0.0115736055550946
"198","O94915-F3","FRYL",0.0118462962420948
"199","Q9Y6R4-F1","MAP3K4",0.0118651804420668
"200","O94788-F1","ALDH1A2",0.0118680921860183
"201","Q03701-F1","CEBPZ",0.0120758981048426
"202","P49748-F1","ACADVL",0.0121124479147733
"203","Q99614-F1","TTC1",0.0122349141618973
"204","Q9UBY0-F1","SLC9A2",0.0122349141618973
"205","Q15056-F1","EIF4H",0.0123513449053426
"206","Q8TE73-F7","DNAH5",0.0126140318114181
"207","Q9UKV0-F1","HDAC9",0.0128318807443324
"208","Q6UWE0-F1","LRSAM1",0.0128823439385637
"209","Q7L592-F1","NDUFAF7",0.0130564182386688
"210","Q8TE73-F5","DNAH5",0.0130774721694027
"211","Q9NVA4-F1","TMEM184C",0.0130943258832033
"212","P53618-F1","COPB1",0.0132840705253382
"213","Q8NHS3-F1","MFSD8",0.0134265048818761
"214","Q6IWH7-F1","ANO7",0.0134327911131738
"215","O75330-F1","HMMR",0.013662107505138
"216","Q9Y4A5-F11","TRRAP",0.0140366094644171
"217","Q6ZMZ0-F1","RNF19B",0.0142904402697182
"218","Q86XK2-F1","FBXO11",0.0144362457531891
"219","Q9BX95-F1","SGPP1",0.01447449769003
"220","Q9UL45-F1","BLOC1S6",0.0145944041025363
"221","Q8NEZ4-F6","KMT2C",0.0147002442732084
"222","Q8NHQ9-F1","DDX55",0.014959245820705
"223","Q9Y4A5-F14","TRRAP",0.0150394113598618
"224","O60909-F1","B4GALT2",0.0150413748119135
"225","Q8N118-F1","CYP4X1",0.015095802339709
"226","Q68DC2-F1","ANKS6",0.0154157561936487
"227","Q6IQ23-F1","PLEKHA7",0.0155103601168028
"228","Q8NCG7-F1","DAGLB",0.0156271759580493
"229","Q86UF1-F1","TSPAN33",0.0157552168882056
"230","O14727-F1","APAF1",0.0158127535079133
"231","Q6V1P9-F5","DCHS2",0.0158841559969584
"232","O95071-F3","UBR5",0.0159089948542716
"233","O75369-F1","FLNB",0.0159142511535896
"234","P16671-F1","CD36",0.0159142511535896
"235","Q01668-F1","CACNA1D",0.0159142511535896
"236","Q6PEV8-F1","FAM199X",0.0159142511535896
"237","Q8NBJ9-F1","SIDT2",0.0159142511535896
"238","Q8TEP8-F1","CEP192",0.0159706169796791
"239","Q8N5B7-F1","CERS5",0.0160139985286169
"240","O94915-F1","FRYL",0.0160997461654103
"241","Q12982-F1","BNIP2",0.0161010647188591
"242","Q6V1P9-F8","DCHS2",0.0162324246758753
"243","O95071-F6","UBR5",0.0162655689290762
"244","P08F94-F9","PKHD1",0.0162655689290762
"245","Q96M86-F8","DNHD1",0.0163260748326574
"246","Q96M86-F18","DNHD1",0.0166397215584483
"247","P11712-F1","CYP2C9",0.0168098828753682
"248","Q6R327-F1","RICTOR",0.016812792467138
"249","Q96CQ1-F1","SLC25A36",0.0168511958585839
"250","P50395-F1","GDI2",0.0169486377734076
"251","Q155Q3-F1","DIXDC1",0.0169486377734076
"252","Q9Y305-F1","ACOT9",0.0169486377734076
"253","Q86UB2-F1","BIVM",0.0171318645511658
"254","Q8TCT9-F1","HM13",0.0173290286530968
"255","Q9Y485-F6","DMXL1",0.0174098873356103
"256","Q16186-F1","ADRM1",0.0174444630920627
"257","P48060-F1","GLIPR1",0.0174565983895889
"258","Q8WZ64-F1","ARAP2",0.0174565983895889
"259","Q6YN16-F1","HSDL2",0.0175605206655601
"260","O60645-F1","EXOC3",0.0175973766644568
"261","Q12794-F1","HYAL1",0.017677203920231
"262","Q7Z6Z7-F7","HUWE1",0.0177163203105474
"263","Q8TDH9-F1","BLOC1S5",0.0177945154094955
"264","Q5T8P6-F1","RBM26",0.017878681365705
"265","B2RTY4-F1","MYO9A",0.017932885026709
"266","P57789-F1","KCNK10",0.0179559396626749
"267","P68104-F1","EEF1A1",0.0180310333394107
"268","Q5VTE6-F1","ANGEL2",0.0181245481918772
"269","O94915-F10","FRYL",0.018610355148402
"270","Q96Q42-F1","ALS2",0.018612686344542
"271","Q70CQ2-F8","USP34",0.0187073136933883
"272","Q9P2K2-F1","TXNDC16",0.018822792472652
"273","Q9UBG0-F1","MRC2",0.0188391891489258
"274","Q8WXX0-F5","DNAH7",0.0200911487003428
"275","Q0VDD8-F2","DNAH14",0.0203100672001041
"276","Q6P6C2-F1","ALKBH5",0.0206057201429056
"277","Q99848-F1","EBNA1BP2",0.020732790591943
"278","Q96QE2-F1","SLC2A13",0.0208720665608225
"279","Q2YD98-F1","UVSSA",0.0209505373798874
"280","O43155-F1","FLRT2",0.0212254749751832
"281","Q92536-F1","SLC7A6",0.0213504673647525
"282","Q13751-F1","LAMB3",0.0215501545431406
"283","Q8NEZ4-F5","KMT2C",0.0215835100498402
"284","P49736-F1","MCM2",0.0216222311216901
"285","Q08495-F1","DMTN",0.021671807734627
"286","Q8IZ21-F1","PHACTR4",0.0217061730274829
"287","Q96NW4-F1","ANKRD27",0.0219654981165714
"288","P57775-F1","FBXW4",0.0222410168209382
"289","Q92604-F1","LPGAT1",0.022245977850582
"290","O60508-F1","CDC40",0.02241425830792
"291","P54709-F1","ATP1B3",0.0224722619021876
"292","Q9P2P1-F1","NYNRIN",0.0225230835858375
"293","Q86YB7-F1","ECHDC2",0.0225303941074705
"294","Q8TEY7-F1","USP33",0.0226470453016433
"295","P47989-F1","XDH",0.0226542332849202
"296","Q9H6X2-F1","ANTXR1",0.0227437928421457
"297","Q8N201-F1","INTS1",0.0230501011655426
"298","Q4ZIN3-F1","TMEM259",0.0230594107628537
"299","Q9UHC9-F1","NPC1L1",0.0231831419833174
"300","Q96DT5-F16","DNAH11",0.0232687780229948
"301","Q9NVH0-F1","EXD2",0.0234179728818305
"302","Q8IY21-F1","DDX60",0.0235855366270032
"303","Q8TD17-F1","ZNF398",0.0236181526862349
"304","Q5T4D3-F1","TMTC4",0.0237994366751298
"305","Q5T1B0-F1","AXDND1",0.0238012131303822
"306","Q07889-F1","SOS1",0.0238597403578325
"307","Q68D85-F1","NCR3LG1",0.0238597403578325
"308","Q8TDJ6-F6","DMXL2",0.0238597403578325
"309","Q96QD9-F1","FYTTD1",0.0238597403578325
"310","Q8IWA5-F1","SLC44A2",0.0239034822995906
"311","P51797-F1","CLCN6",0.0240261988503896
"312","Q8WXH0-F16","SYNE2",0.024028579615683
"313","Q6V1P9-F1","DCHS2",0.0241494550112945
"314","Q14541-F1","HNF4G",0.0242112860627694
"315","Q9H6R0-F1","DHX33",0.0242112860627694
"316","Q9UGQ2-F1","CACFD1",0.0248224649047861
"317","Q8NDZ2-F1","SIMC1",0.0249626827795846
"318","Q7Z7M0-F2","MEGF8",0.0252156274791117
"319","Q86XK7-F1","VSIG1",0.025370037042061
"320","Q8WZ42-F94","TTN",0.0255779823424423
"321","Q9NVD3-F1","SETD4",0.0257364992211416
"322","Q66GS9-F1","CEP135",0.0258017965752553
"323","Q7Z7A4-F1","PXK",0.0258017965752553
"324","Q9UKD2-F1","MRTO4",0.0258439151424142
"325","P78310-F1","CXADR",0.0258672358800768
"326","Q6KC79-F3","NIPBL",0.0259118631199649
"327","Q8N442-F1","GUF1",0.0259328173926699
"328","Q9Y3L3-F1","SH3BP1",0.0261312053987837
"329","Q14147-F1","DHX34",0.0262628670955272
"330","Q9Y2D9-F1","ZNF652",0.0263249263412769
"331","Q9UHI6-F1","DDX20",0.0263380669547499
"332","Q14728-F1","MFSD10",0.0266412804046282
"333","Q4LDE5-F3","SVEP1",0.0267963231879661
"334","Q7L273-F1","KCTD9",0.0268131511073052
"335","Q14865-F1","ARID5B",0.0268606880853193
"336","Q9ULH1-F1","ASAP1",0.0268952289027716
"337","Q8TDY4-F1","ASAP3",0.026977509701749
"338","Q2WGJ9-F1","FER1L6",0.0270697118006871
"339","O60336-F1","MAPKBP1",0.027308670483311
"340","Q5VST9-F13","OBSCN",0.0274156071432218
"341","O60331-F1","PIP5K1C",0.0276193323074367
"342","Q0VDD8-F5","DNAH14",0.0277348312177652
"343","P38606-F1","ATP6V1A",0.027758222341951
"344","Q9Y3E0-F1","GOLT1B",0.027885407578782
"345","Q68DD2-F1","PLA2G4F",0.0278865067536544
"346","Q15006-F1","EMC2",0.0278977106096157
"347","Q8NE62-F1","CHDH",0.0278977106096157
"348","O60683-F1","PEX10",0.0280387684225967
"349","Q5VST9-F33","OBSCN",0.0280416179789947
"350","Q96LB3-F1","IFT74",0.0281080693937585
"351","Q5JS13-F1","RALGPS1",0.0282565471319997
"352","Q6VN20-F1","RANBP10",0.0283661652891881
"353","Q5CZC0-F26","FSIP2",0.0286756856968772
"354","Q5CZC0-F16","FSIP2",0.0287473237046355
"355","O75182-F1","SIN3B",0.0288089129490444
"356","Q5CZC0-F23","FSIP2",0.0288910600305508
"357","Q5CZC0-F27","FSIP2",0.0291078194028843
"358","Q0VDD8-F12","DNAH14",0.029121117878549
"359","O95714-F10","HERC2",0.0291654019231712
"360","Q5CZC0-F29","FSIP2",0.0291803815939755
"361","Q53TQ3-F1","INO80D",0.0292530987772214
"362","Q5CZC0-F18","FSIP2",0.0292530987772214
"363","Q5CZC0-F15","FSIP2",0.0293259712284088
"364","Q5CZC0-F17","FSIP2",0.0295455229533754
"365","Q8NEZ4-F18","KMT2C",0.0296875261964124
"366","Q86UY6-F1","NAA40",0.0297526926398156
"367","Q9Y6K1-F1","DNMT3A",0.0299120863837239
"368","Q5CZC0-F20","FSIP2",0.0299145737078979
"369","Q07954-F12","LRP1",0.0299598959144687
"370","Q9NRD8-F1","DUOX2",0.0299598959144687
"371","Q9BZF1-F1","OSBPL8",0.030063296431261
"372","O15118-F1","NPC1",0.0300780336425167
"373","Q0JRZ9-F1","FCHO2",0.0301378951442613
"374","P33527-F1","ABCC1",0.0303938879471308
"375","Q96FL9-F1","GALNT14",0.0304378788885789
"376","Q96JQ0-F4","DCHS1",0.030612698475485
"377","Q6P531-F1","GGT6",0.0306645429218461
"378","Q15063-F1","POSTN",0.0308046367457149
"379","O75420-F1","GIGYF1",0.0308164547204838
"380","P49641-F1","MAN2A2",0.0308164547204838
"381","P17030-F1","ZNF25",0.0308608217836766
"382","Q12864-F1","CDH17",0.0312090340852729
"383","Q8WZ42-F121","TTN",0.0312721700767011
"384","P98196-F1","ATP11A",0.0312760668545102
"385","Q5T011-F2","SZT2",0.0314305707591768
"386","Q86XP3-F1","DDX42",0.0315857284169425
"387","Q5T2R2-F1","PDSS1",0.0317327523805917
"388","Q9HBE1-F1","PATZ1",0.0317327523805917
"389","P25391-F7","LAMA1",0.0317974803860312
"390","Q86VV8-F1","RTTN",0.0317974803860312
"391","Q8N6Q8-F1","METTL25",0.0317974803860312
"392","Q93008-F1","USP9X",0.0317974803860312
"393","Q969U6-F1","FBXW5",0.0318196957314779
"394","Q709C8-F6","VPS13C",0.0319382991848834
"395","P13497-F1","BMP1",0.0320484169908043
"396","Q9NS37-F1","CREBZF",0.0322920899882683
"397","Q6N022-F4","TENM4",0.0323859466619791
"398","Q92625-F1","ANKS1A",0.0323957620842256
"399","O15050-F3","TRANK1",0.0325451912436136
"400","Q8WZ42-F61","TTN",0.0326110742783905
"401","Q9BQT9-F1","CLSTN3",0.0326110742783905
"402","Q9H0G5-F1","NSRP1",0.0326550915529745
"403","Q8NAV1-F1","PRPF38A",0.0328854327564136
"404","Q9BW92-F1","TARS2",0.0330232640265087
"405","Q9BXB5-F1","OSBPL10",0.0331671296742793
"406","Q5CZC0-F24","FSIP2",0.0332549375486514
"407","Q9BWH2-F1","FUNDC2",0.0333362738342215
"408","Q7Z4Q2-F1","HEATR3",0.0337455180704168
"409","Q96PV7-F1","FAM193B",0.0337470008640959
"410","Q00597-F1","FANCC",0.0339765163927268
"411","Q8WZ42-F80","TTN",0.0339765163927268
"412","Q9HD23-F1","MRS2",0.0340204932841034
"413","Q96QT4-F1","TRPM7",0.034271510594629
"414","O94915-F5","FRYL",0.0346514277898635
"415","Q15345-F1","LRRC41",0.0346533680375508
"416","P36915-F1","GNL1",0.0350841726589808
"417","Q9NZM3-F1","ITSN2",0.0352546611951458
"418","Q6P996-F1","PDXDC1",0.0354288503955893
"419","O95198-F1","KLHL2",0.035856975555343
"420","Q5TBA9-F10","FRY",0.0358794856483432
"421","Q2TB90-F1","HKDC1",0.0359437362567163
"422","P98160-F5","HSPG2",0.0360742370788149
"423","P06340-F1","HLA-DOA",0.0361177976010931
"424","Q9BX70-F1","BTBD2",0.036192856910139
"425","Q8IYN0-F1","ZNF100",0.0364022210797938
"426","Q5T011-F9","SZT2",0.0364137575240533
"427","Q9BRJ6-F1","C7orf50",0.0364137575240533
"428","O15050-F8","TRANK1",0.0364680887701068
"429","O14792-F1","HS3ST1",0.036556115149459
"430","O95757-F1","HSPA4L",0.0367327144039204
"431","Q8IZT6-F11","ASPM",0.0367866467779808
"432","Q96KQ7-F1","EHMT2",0.0367866467779808
"433","Q9UQD0-F1","SCN8A",0.0367866467779808
"434","Q96AJ1-F1","CLUAP1",0.0368212879068244
"435","P08F94-F15","PKHD1",0.0369299051002683
"436","Q96PE2-F1","ARHGEF17",0.037036177911143
"437","Q9UI47-F1","CTNNA3",0.0371663016507911
"438","O43166-F1","SIPA1L1",0.0373527445486008
"439","O00481-F1","BTN3A1",0.0373564760078587
"440","O75794-F1","CDC123",0.037446444181289
"441","O75592-F16","MYCBP2",0.0375056221349101
"442","Q5CZC0-F21","FSIP2",0.0375364905521874
"443","Q9NQX4-F1","MYO5C",0.0376919509514443
"444","Q15256-F1","PTPRR",0.0379652347206696
"445","P25391-F6","LAMA1",0.03823115172042
"446","Q92805-F1","GOLGA1",0.03823115172042
"447","Q9NXD2-F1","MTMR10",0.0383552952738637
"448","Q14166-F1","TTLL12",0.0384472113783479
"449","Q96IV6-F1","FAXDC2",0.0388489565109955
"450","Q8WZ42-F23","TTN",0.0389632241168506
"451","Q9H841-F1","NIPAL2",0.0389632241168506
"452","Q9H3Z4-F1","DNAJC5",0.0390026828471155
"453","Q52LJ0-F1","FAM98B",0.039073426578951
"454","O94822-F1","LTN1",0.039095926922491
"455","Q9NU22-F16","MDN1",0.0393254673415486
"456","O95782-F1","AP2A1",0.0393768065045684
"457","Q8TED0-F1","UTP15",0.0394372583796591
"458","Q9NU22-F19","MDN1",0.0394372583796591
"459","Q8NHP8-F1","PLBD2",0.0396366325107548
"460","P98088-F16","MUC5AC",0.0397018279180568
"461","Q6TCH7-F1","PAQR3",0.0397274775373039
"462","Q8IUZ5-F1","PHYKPL",0.0397274775373039
"463","Q96Q15-F10","SMG1",0.0397274775373039
"464","Q96T68-F1","SETDB2",0.0397274775373039
"465","Q9H999-F1","PANK3",0.0397274775373039
"466","Q9UJ72-F1","ANXA10",0.0397274775373039
"467","Q8IZQ1-F11","WDFY3",0.0397540019758973
"468","Q13393-F1","PLD1",0.0402059698060489
"469","Q8IV08-F1","PLD3",0.0403492672699099
"470","Q9NU22-F17","MDN1",0.0405693096492592
"471","Q9NU22-F5","MDN1",0.0407988279565329
"472","Q659C4-F1","LARP1B",0.0410013564286076
"473","P28347-F1","TEAD1",0.0410715676041242
"474","Q2KHM9-F1","KIAA0753",0.0411962029779218
"475","Q5TA31-F1","RNF187",0.0412610007710297
"476","O96019-F1","ACTL6A",0.0412939235094518
"477","Q8IVM0-F1","CCDC50",0.0413771999263679
"478","Q9UBB9-F1","TFIP11",0.0414899607654836
"479","O15050-F9","TRANK1",0.0416564245920306
"480","Q4KWH8-F1","PLCH1",0.0416564245920306
"481","Q07954-F15","LRP1",0.041956713861445
"482","Q13907-F1","IDI1",0.0419835474238064
"483","O43426-F1","SYNJ1",0.0422305432611814
"484","Q8NC56-F1","LEMD2",0.0424821586692983
"485","Q9P225-F16","DNAH2",0.0426950733521824
"486","Q8N8J6-F1","ZNF615",0.0427213294503373
"487","Q9NYQ6-F6","CELSR1",0.0427213294503373
"488","Q8N370-F1","SLC43A2",0.0427922516816418
"489","Q9Y5L0-F1","TNPO3",0.0428450366920526
"490","Q92547-F1","TOPBP1",0.0429953983388279
"491","Q8WVP7-F1","LMBR1",0.043087184552517
"492","P51003-F1","PAPOLA",0.0433493354904498
"493","Q13315-F9","ATM",0.0434924195857378
"494","P52824-F1","DGKQ",0.0437532053849185
"495","Q96Q15-F7","SMG1",0.0437532053849185
"496","Q9NZJ4-F7","SACS",0.0437570613718515
"497","Q9NZJ4-F1","SACS",0.0438788828383614
"498","Q9NZJ4-F12","SACS",0.0441233442453017
"499","Q9NZJ4-F15","SACS",0.0442459850921815
"500","Q02224-F7","CENPE",0.044269972930431
"501","Q14435-F1","GALNT3",0.044269972930431
"502","Q8IZT6-F10","ASPM",0.0445118778653287
"503","O00534-F1","VWA5A",0.0447234587204611
"504","P35658-F1","NUP214",0.0447234587204611
"505","Q8WXX0-F6","DNAH7",0.0447368248998677
"506","Q9NZJ4-F8","SACS",0.0447392933656102
"507","Q6NT16-F1","SLC18B1",0.0449876008061372
"508","Q5SZK8-F1","FREM2",0.0450520831306676
